연번,종류,시도,시군구,읍면동,설치장소명,도로명주소,지번주소,경도,위도,설치일시
2066,그늘막(고정형),서울특별시,서대문구,북아현동,파리바게트 옆,"서울특별시 서대문구 북아현로 29   (북아현동, 이편한세상신촌)",서울특별시 서대문구 북아현동 1016 ,126.9563663,37.5590543,2025-11-24
2067,그늘막(고정형),서울특별시,서대문구,충현동,서대문역 5호선 신라스테이 앞 교통섬,서울특별시 서대문구 충정로 76   (미근동),서울특별시 서대문구 미근동 163 ,126.9670501,37.5661632,2018-07-12
2068,그늘막(고정형),서울특별시,서대문구,충현동,충정로5호선역사,서울특별시 서대문구 충정로 지하28-1    (충정로3가),서울특별시 서대문구 충정로3가 248-1 ,126.9626152,37.5602032,2018-06-18
2069,그늘막(고정형),서울특별시,서대문구,충현동,충정로2호선역사,서울특별시 서대문구 서소문로 지하17   (충정로3가),서울특별시 서대문구 충정로3가 319-1 ,126.9636086,37.5594786,2018-06-18
2070,그늘막(고정형),서울특별시,서대문구,충현동,충정로역 10번출구 교통섬, ,서울특별시 서대문구 충정로3가 8 ,120.0,30.0,2023-07-01
2071,그늘막(고정형),서울특별시,서대문구,충현동,명수어린이공원 맞은편 보도, ,서울특별시 서대문구 북아현동 1017-8 ,126.9522784,37.5621097,2024-07-01
2072,그늘막(고정형),서울특별시,서대문구,충현동,이화여대 ROTC관 주변 보도,서울특별시 서대문구 이화여대길 52   (대현동),서울특별시 서대문구 대현동 11-1 ,126.9478074,37.563174,2024-07-01
2073,그늘막(고정형),서울특별시,서대문구,충현동,이마트24편의점 맞은편, ,서울특별시 서대문구 북아현동 251-75 ,126.9535822,37.5641465,2025-08-07
2074,그늘막(고정형),서울특별시,서대문구,충현동,충정로역 10번출구 , ,서울특별시 서대문구 충정로3가 414 ,126.9625086,37.5593434,2025-07-25
2075,그늘막(고정형),서울특별시,서대문구,신촌동,연세대학교 정문 좌측 횡단보도,서울특별시 서대문구 연세로 50   (신촌동),서울특별시 서대문구 신촌동 134 ,126.936848,37.5603037,2018-06-18
2076,그늘막(고정형),서울특별시,서대문구,신촌동,연세대학교 정문 우측 앞 횡단보도,서울특별시 서대문구 연세로 50   (신촌동),서울특별시 서대문구 신촌동 134 ,126.9371938,37.5602552,2018-06-18
2077,그늘막(고정형),서울특별시,서대문구,신촌동,연대앞  건너편 좌측,서울특별시 서대문구 연세로 50   (신촌동),서울특별시 서대문구 신촌동 134 ,126.9371329,37.5598183,2018-07-12
2078,그늘막(고정형),서울특별시,서대문구,신촌동,연대앞  건너편 우측 횡단보도,서울특별시 서대문구 연세로 50   (신촌동),서울특별시 서대문구 신촌동 134 ,126.9366726,37.5598255,2018-07-12
2079,그늘막(고정형),서울특별시,서대문구,신촌동,신촌 메가박스 앞 횡단보도,서울특별시 서대문구 신촌역로 30   (신촌동),서울특별시 서대문구 신촌동 74-12 ,126.9421108,37.5597109,2018-06-18
2080,그늘막(고정형),서울특별시,서대문구,신촌동,앞  횡단보도,서울특별시 서대문구 신촌로 73   (창천동),서울특별시 서대문구 창천동 72-12 ,126.9345323,37.5561503,2019-03-22
2081,그늘막(고정형),서울특별시,서대문구,신촌동,세브란스 병원 앞  횡단보도,서울특별시 서대문구 연세로 50-1    (신촌동),서울특별시 서대문구 신촌동 134 ,126.9391741,37.5602871,2019-10-01
2082,그늘막(고정형),서울특별시,서대문구,신촌동,신촌장로교회 앞 횡단보도,서울특별시 서대문구 신촌로 43   (창천동),서울특별시 서대문구 창천동 113-10 ,126.931314,37.557181,2021-06-10
2083,그늘막(고정형),서울특별시,서대문구,신촌동,연대앞 정문 암병원 입구, ,서울특별시 서대문구 신촌동 산 9-83 ,126.9381702,37.560245,2025-08-07
2084,그늘막(고정형),서울특별시,서대문구,신촌동,,서울특별시 서대문구 연희로 6   (창천동),서울특별시 서대문구 창천동 515-5 ,126.9270444,37.558999,2025-08-07
2085,그늘막(고정형),서울특별시,서대문구,연희동,하나은행 건너편 횡단보도,서울특별시 서대문구 연희로 100   (연희동),서울특별시 서대문구 연희동 136-8 ,126.9310877,37.5668583,2018-06-18
2086,그늘막(고정형),서울특별시,서대문구,연희동,우리은행 연희동 지점,서울특별시 서대문구 연희로 125   (연희동),서울특별시 서대문구 연희동 89-12 ,126.9322834,37.5687759,2018-06-18
2087,그늘막(고정형),서울특별시,서대문구,연희동,,서울특별시 서대문구 홍제천로 1-2    (연희동),서울특별시 서대문구 연희동 446-92 ,126.9181507,37.5678457,2021-08-19
2088,그늘막(고정형),서울특별시,서대문구,연희동,,서울특별시 서대문구 홍제천로 1-2    (연희동),서울특별시 서대문구 연희동 446-92 ,126.9178297,37.5680378,2021-08-19
2089,그늘막(고정형),서울특별시,서대문구,연희동,삼보셀프주유소 , ,서울특별시 서대문구 연희동 209-2 ,126.9292331,37.5650862,2025-07-25
2090,그늘막(고정형),서울특별시,서대문구,연희동,삼보셀프 주유소, ,서울특별시 서대문구 연희동 209-2 ,126.9293994,37.5652244,2025-07-25
2091,그늘막(고정형),서울특별시,서대문구,연희동,삼보셀프주유소, ,서울특별시 서대문구 연희동 209-2 ,126.9296461,37.5648332,2025-07-25
2092,그늘막(고정형),서울특별시,서대문구,연희동,삼보셀프주유소, ,서울특별시 서대문구 연희동 210-2 ,126.9295496,37.5647779,2025-07-25
2093,그늘막(고정형),서울특별시,서대문구,연희동,스타벅스 연희동점,서울특별시 서대문구 연희로 79   (연희동),서울특별시 서대문구 연희동 193-1 ,126.929732,37.5655497,2025-07-25
2094,그늘막(고정형),서울특별시,서대문구,연희동,대우아파트 정류장 앞 , ,서울특별시 서대문구 연희동 226-32 ,126.9278571,37.5625391,2025-11-24
2095,그늘막(고정형),서울특별시,서대문구,홍제제1동,고은초교 건너편 홍제센트레빌 정문 우측,서울특별시 서대문구 모래내로 441   (홍제동),서울특별시 서대문구 홍제동 320-3 ,126.9441664,37.5848384,2019-10-01
2096,그늘막(고정형),서울특별시,서대문구,홍제제1동,고은초교 앞 홍제 센트레빌 정문 좌측,서울특별시 서대문구 모래내로 441   (홍제동),서울특별시 서대문구 홍제동 320-3 ,126.9440712,37.5846623,2019-10-01
2097,그늘막(고정형),서울특별시,서대문구,홍제제1동,화인빌딩 앞 횡단보도,서울특별시 서대문구 통일로 413   (홍제동),서울특별시 서대문구 홍제동 158-33 ,126.9466724,37.5862703,2020-07-30
2098,그늘막(고정형),서울특별시,서대문구,홍제제1동,우리은행 앞 횡단보도,"서울특별시 서대문구 통일로 397   (홍제동, 인왕산 한신휴플러스)",서울특별시 서대문구 홍제동 469 ,126.9479337,37.58503,2020-08-30
2099,그늘막(고정형),서울특별시,서대문구,홍제제1동,고은초등학교 앞 횡단보도,서울특별시 서대문구 모래내로 441   (홍제동),서울특별시 서대문구 홍제동 320-3 ,126.9439491,37.5847418,2020-08-31
2100,그늘막(고정형),서울특별시,서대문구,홍제제1동,,서울특별시 서대문구 통일로 484   (홍제동),서울특별시 서대문구 홍제동 294-46 ,126.9414315,37.5911419,2021-09-24
2101,그늘막(고정형),서울특별시,서대문구,홍제제1동,kt앞 횡단보도,서울특별시 서대문구 통일로 437   (홍제동),서울특별시 서대문구 홍제동 172-5 ,120.0,35.0,2023-07-01
2102,그늘막(고정형),서울특별시,서대문구,홍제제1동,홍제파출소 앞 횡단보도,서울특별시 서대문구 통일로 441-1    (홍제동),서울특별시 서대문구 홍제동 173-1 ,120.0,35.0,2023-07-01
2103,그늘막(고정형),서울특별시,서대문구,홍제제1동,무악재역 3번 출구 횡단보도,서울특별시 서대문구 통일로 지하361   (홍제동),서울특별시 서대문구 홍제동 25-1 ,126.9502872,37.5823824,2024-07-01
2104,그늘막(고정형),서울특별시,서대문구,홍제제1동,무악재역 4번출구,서울특별시 서대문구 통일로 지하361   (홍제동),서울특별시 서대문구 홍제동 25-1 ,126.9500175,37.5825648,2025-07-25
2105,그늘막(고정형),서울특별시,서대문구,홍제제1동,,서울특별시 서대문구 통일로 363   (홍제동),서울특별시 서대문구 홍제동 25-13 ,126.94987,37.582737,2025-08-07
2106,그늘막(고정형),서울특별시,서대문구,홍제제1동,안산초 정문 앞,서울특별시 서대문구 통일로 325   (홍제동),서울특별시 서대문구 홍제동 47-19 ,126.952343,37.5797356,2025-08-07
2107,그늘막(고정형),서울특별시,서대문구,홍제제3동,서울여자 간호대학 버스 정류장 앞 횡단보도,서울특별시 서대문구 세검정로 89   (홍제동),서울특별시 서대문구 홍제동 279-52 ,126.9487566,37.5958063,2018-06-18
2108,그늘막(고정형),서울특별시,서대문구,홍제제3동,홍은동종합사회복지관(별관) 앞 횡단보도,서울특별시 서대문구 세검정로 71   (홍제동),서울특별시 서대문구 홍제동 266-286 ,126.9479015,37.5941321,2019-03-20
2109,그늘막(고정형),서울특별시,서대문구,홍제제3동,문화촌 현대아파트 버스정류장 앞 횡단보도,서울특별시 서대문구 세검정로 51-1    (홍제동),서울특별시 서대문구 홍제동 266-233 ,126.9469067,37.5927266,2019-03-20
2110,그늘막(고정형),서울특별시,서대문구,홍제제3동,앞 횡단보도,서울특별시 서대문구 세검정로 33   (홍제동),서울특별시 서대문구 홍제동 266-263 ,126.9449178,37.5919363,2019-03-20
2111,그늘막(고정형),서울특별시,서대문구,홍제제3동,홍제역 2번 출구 앞 횡단보도,서울특별시 서대문구 통일로 442   (홍제동),서울특별시 서대문구 홍제동 251-4 ,126.9447702,37.5884936,2019-03-20
2112,그늘막(고정형),서울특별시,서대문구,홍제제3동,문화촌 교회 앞  횡단보도,서울특별시 서대문구 세검정로 104   (홍제동),서울특별시 서대문구 홍제동 283-3 ,126.9494492,37.5965329,2019-10-01
2113,그늘막(고정형),서울특별시,서대문구,홍제제3동,인왕시장 입구,서울특별시 서대문구 세무서5길 39   (홍제동),서울특별시 서대문구 홍제동 264-9 ,120.0,35.0,2023-07-01
2114,그늘막(고정형),서울특별시,서대문구,홍제제2동,LG 유플러스 앞 횡단보도,서울특별시 서대문구 통일로 414   (홍제동),서울특별시 서대문구 홍제동 139-45 ,126.9469622,37.5864776,2018-06-18
2115,그늘막(고정형),서울특별시,서대문구,홍제제2동,잔피엘 상점 앞  횡단보도,서울특별시 서대문구 통일로 388   (홍제동),서울특별시 서대문구 홍제동 103-2 ,126.9489264,37.5846212,2018-06-18
2116,그늘막(스마트형),서울특별시,서대문구,홍제제2동,, ,서울특별시 서대문구 홍제동 23-9 ,126.9507581,37.5819207,2021-08-19
2117,그늘막(고정형),서울특별시,서대문구,홍제제2동,수입주방앞 횡단보도,서울특별시 서대문구 통일로 438   (홍제동),서울특별시 서대문구 홍제동 174-56 ,120.0,35.0,2023-07-01
2118,그늘막(고정형),서울특별시,서대문구,홍제제2동,무악청구3차아파트 입구 보도, ,서울특별시 서대문구 홍제동 40-225 ,126.9521269,37.5804714,2024-07-01
2119,그늘막(고정형),서울특별시,서대문구,홍제제2동,주재근베이커리 무악점,서울특별시 서대문구 통일로 398   (홍제동),서울특별시 서대문구 홍제동 139-10 ,126.9482419,37.5852749,2025-07-25
2120,그늘막(고정형),서울특별시,서대문구,홍은제1동,앞 횡단보도,"서울특별시 서대문구 통일로 510   (홍은동, 북한산더샵)",서울특별시 서대문구 홍은동 464 ,126.9416486,37.591632,2018-06-18
2121,그늘막(고정형),서울특별시,서대문구,홍은제1동,미소공인중개사무소 맞은편,서울특별시 서대문구 포방터길 39   (홍은동),서울특별시 서대문구 홍은동 9-685 ,126.9465441,37.5976634,2025-08-07
2122,그늘막(고정형),서울특별시,서대문구,홍은제2동,홍제폭포카페 ,서울특별시 서대문구 연희로 262-18    (홍은동),서울특별시 서대문구 홍은동 429 ,126.9369873,37.5815467,2025-09-02
2123,그늘막(고정형),서울특별시,서대문구,홍은제2동,홍제폭포카페 ,서울특별시 서대문구 연희로 262-18    (홍은동),서울특별시 서대문구 홍은동 429 ,126.9369927,37.5815467,2025-09-02
2124,그늘막(고정형),서울특별시,서대문구,홍은제2동,홍은사거리 신영동물병원 앞 횡단보도,서울특별시 서대문구 통일로 489   (홍은동),서울특별시 서대문구 홍은동 217-30 ,126.9411496,37.5915706,2018-06-18
2125,그늘막(고정형),서울특별시,서대문구,홍은제2동,동신병원 사거리 앞 횡단보도,서울특별시 서대문구 모래내로 352-3    (홍은동),서울특별시 서대문구 홍은동 274-83 ,126.9362001,37.5812878,2018-06-18
2126,그늘막(고정형),서울특별시,서대문구,홍은제2동,현대교통 종점 건너편 횡단보도,서울특별시 서대문구 모래내로 289   (홍은동),서울특별시 서대문구 홍은동 405-1 ,126.9302975,37.5778536,2018-06-18
2127,그늘막(고정형),서울특별시,서대문구,홍은제2동,앞 횡단보도,"서울특별시 서대문구 모래내로 297   (홍은동, 명성하이츠빌라)",서울특별시 서대문구 홍은동 395-19 ,126.9306547,37.5783064,2019-10-01
2128,그늘막(고정형),서울특별시,서대문구,홍은제2동,동신병원사거리  교통섬, ,서울특별시 서대문구 홍은동 434-1 ,126.9363812,37.5821158,2022-05-31
2129,그늘막(고정형),서울특별시,서대문구,홍은제2동,맞은편 횡단보도 앞,서울특별시 서대문구 가좌로 150   (홍은동),서울특별시 서대문구 홍은동 338-12 ,120.0,35.0,2023-07-01
